qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
CDY24333	AT2G17390	83.992	1012	132	15	28	1027	40	1033	0	944
CDY24325	AT2G17240	82.889	450	50	11	1	450	1	423	1.32e-104	379
CDY24369	AT1G45616	84.266	286	41	4	55	338	1384	1667	4.77e-73	276
CDY24338	AT2G17470	86.098	856	119	0	208	1063	160	1015	0	922
CDY24378	AT2G17800	87.71	594	67	3	1	588	1	594	0	688
CDY24375	AT2G17770	88.344	163	16	1	366	528	303	462	2.91e-48	193
CDY24327	AT2G17260	86.917	2744	332	12	1	2723	13	2750	0	3053
CDY24352	AT2G17660	90	210	21	0	1	210	1	210	1.01e-72	272
CDY65349	AT2G05940	87.554	1157	144	0	1	1157	1	1157	0	1339
CDY56303	AT5G37540	82.729	1297	179	23	5	1274	20	1298	0	1112
CDY69747	AT5G47430	82.353	204	23	1	391	581	595	798	5.56e-40	165
CDY68421	AT1G74100	86.417	1016	131	5	1	1014	1	1011	0	1105
CDX69133	AT4G35360	90.273	1100	105	2	1	1099	1	1099	0	1437
CDX69241	AT4G36740	87.768	654	80	0	1	654	1	654	0	765
CDX68689	AT4G30700	88.741	1430	155	2	2279	3708	956	2379	0	1744
CDX69387	AT4G39780	85.455	715	79	14	1	707	1	698	0	721
CDX69156	AT4G35690	83.707	847	117	11	8	842	17	854	0	780
CDX68716	AT4G31000	86.396	1132	135	6	65	1186	62	1184	0	1219
CDX69129	AT4G35310	90.818	1492	137	0	144	1635	180	1671	0	1997
CDX69027	AT4G34131	84.493	1451	186	26	10	1436	1	1436	0	1397
CDX69197	AT4G36090	83.831	1039	147	13	387	1416	516	1542	0	968
CDX68670	AT4G30520	88.656	573	61	3	705	1277	790	1358	0	695
CDX68773	AT4G31670	83.421	1912	234	42	1	1845	1	1896	0	1698
CDX69103	AT4G35010	90.122	2541	242	7	1	2535	1	2538	0	3293
CDX68999	AT4G33700	89.219	1280	118	10	1	1270	1	1270	0	1581
CDX68802	AT4G31900	78.241	2376	429	51	120	2448	93	2427	0	1443
CDX69174	AT4G35830	92.502	2694	202	0	13	2706	4	2697	0	3856
CDX68854	AT4G32530	91.12	518	46	0	17	534	26	543	0	702
CDX68667	AT4G30520	89.3	243	20	2	1	243	1711	1947	5.45e-81	300
CDX69134	AT4G35370	81.899	1232	161	41	160	1382	124	1302	0	983
CDX69125	AT4G35270	84.869	2941	341	52	7	2901	10	2892	0	2870
CDX69339	AT4G37870	90.053	1689	160	7	1	1682	1	1688	0	2182
CDX69300	AT4G37410	83.244	1492	231	10	1	1481	1	1484	0	1352
CDX69283	AT4G36900	83.124	557	56	11	53	593	56	590	7.88e-133	473
CDX69296	AT4G37390	86.618	1771	201	15	30	1764	42	1812	0	1925
CDX69166	AT4G35800	87.827	4781	554	16	1	4767	1	4767	0	5579
CDX69028	AT4G34131	84.24	1453	201	18	1	1442	1	1436	0	1389
CDX68647	AT4G30340	87.626	1487	162	15	1	1473	1	1479	0	1707
CDX69242	AT3G55310	86.525	282	36	2	298	577	6	287	2.94e-83	309
CDX68776	AT5G37170	84.125	674	103	2	221	891	333	1005	0	649
CDX69336	AT4G37850	83.595	1018	123	18	1	1011	1	981	0	915
CDX68595	AT4G29900	92.586	2347	174	0	825	3171	861	3207	0	3371
CDX69351	AT4G38030	85.928	2004	260	9	9	1998	9	2004	0	2119
CDX68751	AT4G31480	92.762	829	59	1	1	829	1	828	0	1197
CDX69201	AT2G18020	90.079	756	75	0	1	756	1	756	0	981
CDX69195	AT4G36080	90.467	9263	851	13	1	9256	1	9238	0	12185
CDX69211	AT4G36195	87.076	1416	168	4	51	1466	63	1463	0	1587
CDX69098	AT4G34940	87.195	820	105	0	1101	1920	1176	1995	0	933
CDX69188	AT4G35950	92.761	594	43	0	1	594	1	594	0	859
CDX69362	AT4G40040	90.511	411	39	0	1	411	1	411	4.02e-154	544
CDX69102	AT4G34990	83.102	864	104	23	1	861	1	825	0	749
CDX68766	AT4G31590	89.851	2079	211	0	250	2328	1	2079	0	2671
CDX69349	AT4G38000	80.78	744	98	29	1	717	1	726	9.48e-153	540
CDX69357	AT4G40060	81.758	899	136	22	4	888	1	885	0	726
CDX69234	AT4G36580	86.465	1788	236	6	13	1796	113	1898	0	1956
CDX68759	AT4G32090	81.501	373	69	0	1	373	1	373	5.22e-83	307
CDX68827	AT4G32250	87.044	1837	227	5	1	1833	1	1830	0	2063
CDX69269	AT4G37070	86.008	1215	168	2	13	1226	13	1226	0	1301
CDX68628	AT4G30130	80.269	1338	187	39	727	2003	844	2165	0	937
CDX69067	AT4G34530	79.01	1010	156	26	33	1014	9	990	0	640
CDX69137	AT4G35410	89.308	477	51	0	79	555	4	480	1.17e-170	599
CDX68719	AT4G31050	86.211	834	91	7	1	813	1	831	0	881
CDX68735	AT4G31340	88.316	1318	133	8	1	1312	1	1303	0	1561
CDX68696	AT4G30810	85.878	1310	168	8	186	1494	87	1380	0	1378
CDX69248	AT4G36810	82.329	996	159	11	125	1113	131	1116	0	848
CDX68618	AT4G30020	90.212	2452	229	9	8	2455	5	2449	0	3188
CDX69186	AT4G35920	88.425	1270	136	5	1	1263	1	1266	0	1520
CDX68754	AT4G31480	95.517	290	13	0	1	290	589	878	9.63e-130	464
CDX69011	AT4G33880	85.192	1067	127	20	1	1044	1	1059	0	1066
CDX69112	AT4G35100	92.399	842	61	3	1	842	1	839	0	1197
CDX69196	AT4G36090	86.007	293	31	7	1	284	785	1076	1.62e-82	305
CDX69158	AT4G35710	81.994	311	53	1	293	600	542	852	6.75e-69	261
CDX69141	AT4G35450	89.572	959	83	7	84	1041	87	1029	0	1201
CDX68646	AT3G14415	92.604	1014	75	0	61	1074	91	1104	0	1458
CDX69175	AT4G35840	89.504	705	74	0	10	714	7	711	0	893
CDX68806	AT4G31980	85.082	610	74	12	4	609	1	597	1.19e-172	606
CDX69385	AT4G39800	90.951	1536	136	1	1	1533	1	1536	0	2063
CDX68836	AT4G32330	81.306	1332	153	35	1	1257	1	1311	0	992
CDX69075	AT4G34640	90.387	905	84	3	296	1197	164	1068	0	1186
CDX69209	AT4G36160	93.439	442	29	0	1	442	1	442	0	656
CDX68757	AT4G32105	85.897	78	11	0	98	175	89	166	9.58e-16	84.2
CDX68815	AT4G32070	84.287	1031	160	2	1023	2052	1320	2349	0	1005
CDX69204	AT2G16030	84.731	334	49	2	13	345	352	684	9.76e-91	333
CDX68645	AT3G14420	91.423	513	44	0	1	513	1	513	0	704
CDX69322	AT4G37740	84.92	809	74	19	6	769	21	826	0	774
CDX69058	AT4G34430	82.891	1847	256	30	1393	3212	1	1814	0	1605
CDX68726	AT4G31180	81.79	1642	266	18	26	1640	32	1667	0	1345
CDX69348	AT4G37980	86.021	1073	150	0	1	1073	1	1073	0	1151
CDX68654	AT4G30400	87.334	679	84	2	1	678	1	678	0	776
CDX68613	AT4G29990	86.834	2028	247	11	188	2211	620	2631	0	2248
CDX69086	AT4G34760	91.667	324	27	0	1	324	1	324	7.01e-126	449
CDX69076	AT4G34650	88.926	1210	129	4	1	1209	1	1206	0	1487
CDX69375	AT4G39910	90.779	1117	97	3	1	1114	1	1114	0	1487
CDX68641	AT4G30280	88.028	852	96	6	1	849	1	849	0	1003
CDX69084	AT4G34740	85.272	1453	211	1	197	1649	224	1673	0	1495
CDX69316	AT4G37550	87.593	1346	161	6	1	1343	1	1343	0	1555
CDX69304	AT4G37430	83.726	891	130	10	1	882	1	885	0	828
CDX69303	AT4G37430	82.687	1496	249	7	1	1488	1	1494	0	1319
CDX69249	AT4G36820	84.48	741	108	3	223	962	276	1010	0	725
CDX69345	AT4G37940	90.725	690	55	4	1	684	1	687	0	911
CDX68912	AT4G33240	90.779	770	67	2	969	1738	4492	5257	0	1026
CDX68799	AT4G31890	86.104	1245	164	3	232	1470	316	1557	0	1332
CDX69344	AT4G37930	93.75	1552	97	0	1	1552	1	1552	0	2329
CDX69218	AT4G36280	86.583	1759	221	8	2309	4055	125	1880	0	1927
CDX68958	AT4G33240	86.909	4507	445	51	690	5068	762	5251	0	4920
CDX68615	AT4G30000	83.889	1651	257	7	141	1788	21	1665	0	1567
CDX68808	AT4G32000	87.596	1177	125	11	83	1244	83	1253	0	1345
CDX68672	AT4G30530	86.17	752	98	5	1	749	1	749	0	808
CDX69037	AT4G34230	91.045	1072	95	1	4	1074	3	1074	0	1447
CDX69071	AT4G34580	89.41	1322	131	6	1	1316	28	1346	0	1657
CDX68923	AT4G32940	87.653	1393	162	8	73	1460	94	1481	0	1611
CDX69208	AT4G36160	91.925	644	52	0	1	644	1	644	0	902
CDX69030	AT4G34150	85.602	764	80	15	1318	2072	1	743	0	774
CDX68693	AT4G30780	87.509	1385	153	12	301	1668	385	1766	0	1581
CDX68960	AT4G33270	88.375	886	97	4	1	883	1	883	0	1061
CDX69034	AT4G34200	88.69	1680	188	2	109	1787	130	1808	0	2049
CDX68586	AT4G29790	87.63	3662	338	43	1	3573	1	3636	0	4146
CDX68687	AT2G24050	79.574	1175	206	22	466	1626	436	1590	0	809
CDX68627	AT4G30120	88.535	1631	178	4	1	1624	1	1629	0	1967
CDX68840	AT4G32390	85.511	1056	150	1	1	1056	1	1053	0	1099
CDX69212	AT4G36210	90.227	1453	142	0	453	1905	567	2019	0	1897
CDX68651	AT4G30360	87.045	1976	243	10	1	1974	1	1965	0	2218
CDX69261	AT4G37160	90.309	1166	107	3	1	1163	1	1163	0	1522
CDX69371	AT4G39960	85.515	1360	171	10	157	1506	1	1344	0	1397
CDX69192	AT4G36010	85.034	882	118	12	1	875	1	875	0	885
CDX69225	AT4G36490	86.492	1599	163	25	1	1565	37	1616	0	1707
CDX69317	AT4G37560	89.33	1359	143	2	1	1358	1	1358	0	1705
CDX69224	AT4G36440	91.051	894	75	4	341	1230	293	1185	0	1203
CDX68895	AT4G32830	91.023	880	73	2	1	874	1	880	0	1182
CDX68937	AT4G33080	92.519	1564	109	4	1	1560	1	1560	0	2233
CDX69262	AT4G37150	80.339	768	148	2	1	768	1	765	2.14e-164	579
CDX69070	AT4G34570	87	1600	181	10	81	1653	99	1698	0	1777
CDX68897	AT4G32850	87.952	2183	236	11	17	2178	41	2217	0	2549
CDX68975	AT4G33430	91.022	1849	164	2	1	1848	1	1848	0	2494
CDX68851	AT4G32500	87.908	2572	280	20	22	2570	79	2642	0	2998
CDX69286	AT4G37250	81.234	2286	351	30	31	2253	28	2298	0	1773
CDX69270	AT4G37070	84.793	1210	181	3	7	1213	13	1222	0	1212
CDX69326	AT4G37770	89.291	1410	151	0	1	1410	1	1410	0	1768
CDX69223	AT4G36430	88.967	997	108	2	1	996	1	996	0	1230
CDX69319	AT4G37670	87.763	1855	210	12	1	1851	1	1842	0	2152
CDX69369	AT4G39990	86.792	636	84	0	1	636	1	636	0	710
CDX68940	AT4G33110	89.513	1068	112	0	1	1068	1	1068	0	1352
CDX69006	AT4G33780	83.577	615	80	12	1	615	1	594	1.15e-157	556
CDX68844	AT4G32410	90.787	3202	276	9	1	3191	1	3194	0	4261
CDX68817	AT4G32110	81.119	143	22	4	92	230	89	230	1.55e-23	110
CDX69096	AT4G34890	90.242	4048	383	6	25	4060	37	4084	0	5276
CDX69135	AT4G35380	86.685	5122	612	31	1	5060	1	5114	0	5616
CDX69078	AT4G34670	89.128	791	82	3	1	789	1	789	0	981
CDX68930	AT4G33010	86.633	3142	388	18	1	3138	1	3114	0	3446
CDX69124	AT4G35260	89.902	614	62	0	644	1257	491	1104	0	791
CDX69106	AT4G35030	84.855	1347	175	14	119	1446	5	1341	0	1330
CDX68935	AT4G33050	88.733	1358	139	5	63	1410	114	1467	0	1648
CDX69320	AT4G37680	85.653	1157	158	5	1	1150	16	1171	0	1210
CDX68871	AT4G32640	87.766	1643	145	17	1	1615	1	1615	0	1869
CDX68642	AT1G65310	87.662	851	101	4	1	849	1	849	0	987
CDX69365	AT4G40000	86.338	1420	142	18	1	1370	1	1418	0	1500
CDX68812	AT4G32040	87.62	1147	113	14	1	1125	1	1140	0	1304
CDX68818	AT4G32120	91.333	1050	79	6	1	1050	1	1038	0	1424
CDX69045	AT2G18990	86.142	635	85	2	1	632	1	635	0	682
CDX69111	AT4G35090	88.846	780	87	0	664	1443	700	1479	0	959
CDX69313	AT4G37520	87.938	970	117	0	12	981	21	990	0	1144
CDX68753	AT4G31480	93.142	977	67	0	1	977	1	977	0	1434
CDX68703	AT4G30920	89.806	1756	168	8	1	1749	1	1752	0	2241
CDY72092	AT4G01850	88.655	617	70	0	1	617	1	617	0	752
CDY62698	AT5G58060	91.5	600	51	0	1	600	1	600	0	826
CDY62690	AT5G58140	88.604	2773	263	32	1	2745	1	2748	0	3321
CDY70313	AT5G07010	84.559	1088	148	13	1	1084	1	1072	0	1061
CDY64495	AT2G03250	84.224	1946	277	21	197	2127	116	2046	0	1866
CDY64492	AT2G03280	85.116	1384	174	16	46	1401	61	1440	0	1386
CDY71895	AT3G55700	84.938	405	52	6	361	756	979	1383	4.85e-111	401
CDY13007	AT2G18770	86.486	777	96	4	10	777	37	813	0	845
CDY13014	AT2G18680	81.53	758	130	4	1	756	115	864	1.59e-175	616
CDY13008	AT2G18740	94.574	258	14	0	1	258	1	258	5.66e-111	399
CDY46453	AT3G01310	81.859	441	47	13	1	423	964	1389	5.97e-93	340
CDY46456	AT1G34060	86.77	1353	171	6	1	1351	4	1350	0	1500
CDY46469	AT3G16540	77.704	1211	219	35	298	1490	403	1580	0	693
CDY46470	AT1G34550	93.162	1170	74	2	1384	2553	1042	2205	0	1712
CDY46466	AT1G34355	78.497	572	84	22	1	536	25	593	8.7e-92	339
CDY68764	AT5G49460	93.101	1609	111	0	1	1609	217	1825	0	2357
CDY38492	AT5G18170	91.667	1236	103	0	1	1236	1	1236	0	1712
CDY38468	AT4G15540	89.266	354	38	0	1	354	367	720	3.62e-124	444
CDY38443	AT5G17580	78.801	1651	264	40	31	1617	19	1647	0	1031
CDY38500	AT5G18250	89.303	402	43	0	1	402	1	402	1.85e-142	505
CDY38466	AT5G17900	86.369	895	118	4	213	1107	412	1302	0	974
CDY38479	AT5G18030	87.455	279	23	5	1	279	1	267	2.93e-84	311
CDY38478	AT4G38825	82.673	202	35	0	86	287	65	266	9.14e-45	180
CDY38480	AT5G18030	90.64	203	19	0	91	293	64	266	5.33e-72	270
CDY38469	AT5G17910	80.979	1246	162	42	398	1583	503	1733	0	918
CDY38437	AT5G17520	86.804	970	128	0	230	1199	86	1055	0	1083
CDY38456	AT5G17760	83.841	755	99	14	150	882	213	966	0	697
CDY38436	AT5G17510	86.65	794	106	0	275	1068	317	1110	0	880
CDY38488	AT5G18120	86.987	853	100	6	32	883	23	865	0	950
CDY38477	AT5G18030	90.123	162	16	0	82	243	106	267	2.63e-54	211
CDY38430	AT5G17440	90.617	1215	114	0	1	1215	1	1215	0	1613
CDY38499	AT5G18240	88.124	1221	91	20	1	1179	1	1209	0	1402
CDY38460	AT5G17800	85.688	552	67	5	108	650	132	680	4.53e-162	571
CDY38475	AT5G18030	87.5	280	20	4	1	280	1	265	1.07e-83	309
CDY38470	AT5G17920	93.168	2298	157	0	1	2298	1	2298	0	3374
CDY38471	AT5G17970	82.115	2298	384	23	61	2343	43	2328	0	1941
CDY38483	AT5G18030	92.019	213	17	0	82	294	55	267	6.72e-81	300
CDY38484	AT5G18030	88.889	216	24	0	85	300	52	267	6.97e-71	267
CDY38493	AT5G18190	89.479	2091	187	12	1	2073	1	2076	0	2612
CDY38474	AT5G18030	91.089	202	18	0	91	292	64	265	4.08e-73	274
CDY63119	AT3G10290	88.029	969	116	0	7	975	100	1068	0	1147
CDY70034	AT5G46090	81.818	627	99	10	103	726	31	645	2.06e-144	512
CDY47745	AT1G73590	88.889	909	96	3	1	905	1	908	0	1114
CDY47729	AT1G74000	83.626	910	147	2	70	978	82	990	0	854
CDY47737	AT1G73830	85.378	807	79	14	1	789	1	786	0	800
CDY47744	AT1G73650	89.054	877	90	2	1	874	1	874	0	1083
CDY47740	AT1G73730	86.29	992	119	12	99	1074	6	996	0	1062
CDY65313	AT3G55290	83.079	851	134	7	1	849	1	843	0	765
CDY65312	AT3G55320	90.102	4233	380	13	1	4200	1	4227	0	5459
CDY59032	AT5G23540	92.373	708	54	0	1	708	220	927	0	1009
CDY45004	AT1G26830	88.702	2195	248	0	1	2195	1	2195	0	2680
CDY44994	AT1G26790	82.222	765	106	16	10	771	127	864	1.7e-180	632
CDY44979	AT3G48080	77.92	1558	297	34	1	1533	1	1536	0	928
CDY44990	AT1G35350	87.892	223	26	1	12	234	2031	2252	2.47e-69	261
CDY20870	AT1G49660	81.532	953	167	9	1	947	1	950	0	776
CDY20865	AT1G49750	81.931	1284	200	20	275	1541	207	1475	0	1057
CDY52768	AT1G26970	86.968	1105	141	3	1	1105	1	1102	0	1240
CDY46150	AT2G24430	89.683	756	75	1	1	756	199	951	0	961
CDY46130	AT1G28430	81.02	1549	283	10	1	1545	1	1542	0	1221
CDY46145	AT2G24370	87.762	1528	167	12	788	2312	752	2262	0	1768
CDY46137	AT2G24300	89.384	1818	175	9	1	1806	1	1812	0	2272
CDY46144	AT1G72370	85.534	871	115	5	16	879	31	897	0	900
CDY46148	AT2G24400	89.199	537	52	3	1	531	1	537	0	665
CDY46140	AT2G24330	82.288	1084	161	20	104	1170	92	1161	0	909
CDY55242	AT1G72370	83.261	693	105	7	1	683	112	803	7.23e-179	627
CDY55246	AT2G24360	86.426	1245	138	17	88	1312	1	1234	0	1334
CDY69957	AT4G26060	89.351	385	41	0	30	414	12	396	2.53e-136	484
CDY64751	AT1G09440	87.044	1397	154	11	1	1370	1	1397	0	1552
CDY64749	AT1G09470	87.132	544	67	3	1	544	1	541	7.42e-175	614
CDY64747	AT1G09480	82.692	988	139	14	1	975	142	1110	0	848
CDY38162	AT5G53240	94.737	57	3	0	868	924	853	909	6.39e-17	89.8
CDY38163	AT1G02305	87.866	239	29	0	72	310	141	379	4.13e-75	281
CDY38146	AT1G43080	75	760	182	7	17	770	17	774	1.35e-93	344
CDY38171	AT2G18020	90.158	569	56	0	1	569	1	569	0	741
CDY38144	AT2G17950	82.542	842	95	21	12	824	21	839	0	693
CDY69447	AT4G01480	87.111	225	24	4	7	227	10	233	5.49e-66	250
CDX71600	AT5G49730	86.066	2232	276	22	1	2219	1	2210	0	2366
CDX71646	ATCG01000	98.348	1029	17	0	1	1029	4	1032	0	1807
CDX71667	AT5G50670	83.394	1102	139	25	1	1080	1	1080	0	981
CDX71659	AT5G50800	88.826	886	96	3	1	884	1	885	0	1085
CDX71662	AT5G50690	87.136	894	113	2	1	893	1	893	0	1013
CDX71623	AT5G50330	88.438	1453	148	7	1	1452	1	1434	0	1735
CDY30580	AT2G05160	86.433	1054	132	7	532	1578	562	1611	0	1144
CDY30582	AT2G05310	87.566	378	44	1	1	375	1	378	2.3e-121	435
CDY69995	AT5G52380	85.541	740	93	9	1	730	1	736	0	761
CDY56796	AT1G20960	87.269	2168	257	13	534	2687	1248	3410	0	2457
CDY68968	AT4G14130	88.983	472	48	3	1	470	1	470	3.56e-165	580
CDY65326	AT3G13990	82.545	2601	352	42	1	2556	1	2544	0	2194
CDY45806	AT5G50915	87.698	504	60	2	378	880	357	859	1.46e-166	586
CDY45800	AT5G50920	91.046	2792	218	12	1	2764	1	2788	0	3742
CDY45826	AT5G50670	82.685	745	71	28	290	978	280	1022	3.64e-173	608
CDY70064	AT1G05680	88.834	1209	133	2	44	1251	155	1362	0	1483
CDY68675	AT5G45860	87.742	465	53	4	1	463	1	463	6.25e-153	540
CDY72115	AT2G14510	88.166	507	60	0	1	507	1666	2172	3.16e-172	604
CDX95705	AT2G46530	88.877	971	103	3	16	985	43	1009	0	1190
CDX95741	AT2G29940	88.834	4281	463	4	1	4266	1	4281	0	5243
CDX95745	AT2G29710	85.471	1411	188	6	460	1860	1	1404	0	1454
CDX95645	AT2G45300	88.484	1563	147	16	1	1530	1	1563	0	1858
CDX95627	AT2G45110	82.684	693	117	2	34	723	25	717	2.29e-174	612
CDX95684	AT2G46260	88.857	1400	138	8	220	1607	268	1661	0	1705
CDX95751	AT2G29320	86.918	795	98	3	1	789	16	810	0	887
CDX95606	AT2G44610	91.534	626	53	0	1	626	1	626	0	863
CDX95753	AT2G29320	85.427	796	108	4	1	789	16	810	0	821
CDX95668	AT4G16090	81.321	787	127	15	27	812	36	803	5.25e-177	621
CDX95747	AT2G29680	85.761	1538	197	16	76	1602	1	1527	0	1607
CDX95633	AT2G45160	84.595	1136	123	18	579	1665	791	1923	0	1081
CDX95610	AT2G44680	85.269	835	94	17	19	828	22	852	0	833
CDX95750	AT2G29370	84.699	830	99	8	1	825	1	807	0	804
CDX95713	AT2G47240	90.365	1152	108	2	853	2004	787	1935	0	1509
CDX95712	AT2G47170	93.161	541	37	0	1	541	1	541	0	795
CDX95634	AT2G45170	89.646	367	38	0	1	367	1	367	2.23e-131	468
CDX95732	AT4G22100	84.796	1447	192	19	211	1634	73	1514	0	1428
CDX95727	AT2G47610	90.196	765	72	1	71	832	2	766	0	994
CDX95582	AT2G44040	90.08	998	88	6	60	1047	48	1044	0	1284
CDX95734	AT4G31420	91.667	144	12	0	436	579	646	789	1.48e-50	200
CDX95670	AT2G45960	91.618	859	72	0	1	859	1	859	0	1188
CDX95631	AT2G45140	87.603	726	84	2	1	726	1	720	0	837
CDX95629	AT2G45120	93.137	102	7	0	1	102	1	102	2.12e-35	150
CDX95706	AT2G46590	87.577	1135	91	27	1	1110	1	1110	0	1269
CDX95715	AT2G47250	90.046	2190	206	4	1	2178	1	2190	0	2826
CDX95752	AT2G29300	88.385	353	41	0	1	353	1	353	2.72e-118	425
CDX95748	AT2G07676	93.633	267	11	4	1	261	1	267	4.45e-109	394
CDX95643	AT2G45260	86.005	1279	141	17	1	1242	1	1278	0	1336
CDX95694	AT3G59990	83.43	344	43	8	99	434	319	656	6.85e-83	307
CDX95591	AT2G44180	90.297	1278	106	8	55	1320	55	1326	0	1657
CDX95605	AT2G44570	82.782	1481	236	13	25	1500	13	1479	0	1304
CDX95766	AT2G28590	84.043	1128	165	8	172	1293	157	1275	0	1072
CDX95626	AT2G45080	89.006	664	70	1	15	675	6	669	0	819
CDX95667	AT2G45940	80.777	1030	143	29	160	1145	40	1058	0	754
CDX95577	AT2G43945	84.807	882	101	22	1	861	1	870	0	856
CDX95601	AT2G44350	93.825	1409	87	0	1	1409	1	1409	0	2121
CDY55181	AT5G07440	87.439	1234	131	10	1	1210	1	1234	0	1399
CDY55180	AT5G07430	88.5	1087	123	2	1	1086	1	1086	0	1314
CDY55176	AT5G07350	86.763	2969	371	13	14	2966	14	2976	0	3286
CDY55179	AT1G69940	87.35	1083	136	1	1	1083	1	1082	0	1240
CDY55173	AT5G07310	84.712	798	86	19	1	768	1	792	0	765
CDY50326	AT5G23000	84.854	1030	91	30	1	1005	1	990	0	977
CDY50323	AT5G60760	85.344	2238	247	39	1	2178	1	2217	0	2241
CDY50324	AT5G60780	86.944	1057	113	2	388	1420	542	1597	0	1164
CDY65160	AT3G19600	75.794	661	139	14	142	787	187	841	7.32e-85	315
CDY45116	AT1G53500	90.822	1994	166	6	13	1996	16	2002	0	2652
CDY45117	AT1G53510	84.854	1512	200	17	1	1487	1	1508	0	1496
CDY45122	AT1G53600	83.701	1675	266	7	3	1674	388	2058	0	1574
CDY45126	AT1G53645	85.316	824	111	10	1498	2319	757	1572	0	843
CDY45119	AT1G79930	85.742	1536	217	2	421	1955	1	1535	0	1622
CDY01272	AT1G32470	92.216	501	39	0	1	501	1	501	0	710
CDY01236	AT1G32990	89.387	669	62	5	1	660	1	669	0	833
CDY01224	AT1G33110	90.376	904	85	2	112	1014	583	1485	0	1186
CDY01227	AT1G33080	85.779	443	57	4	15	454	1032	1471	3.69e-130	464
CDY01268	AT1G32530	84.725	1126	152	14	948	2060	1014	2132	0	1109
CDY01279	AT1G32380	89.884	1206	107	3	1	1194	1	1203	0	1537
CDY01226	AT1G33090	85.766	274	34	4	1	270	1	273	1.8e-76	285
CDY01230	AT1G33080	84.364	275	36	5	1	270	1	273	8.82e-70	263
CDY01290	AT1G32270	83.75	560	84	5	192	749	459	1013	1.06e-147	523
CDY01229	AT1G33080	86.285	576	79	0	78	653	384	959	6.83e-179	627
CDY67906	AT1G61500	85.998	1664	226	6	182	1843	743	2401	0	1775
CDY52155	AT3G01310	92.219	347	18	2	1	338	1501	1847	9.64e-136	483
CDY69601	AT1G78920	93.998	1033	59	2	1	1033	1	1030	0	1561
CDX78402	AT5G10840	91.035	1584	130	2	8	1579	38	1621	0	2128
CDX78393	AT5G10650	92.216	501	39	0	979	1479	1072	1572	0	710
CDX78739	AT5G17330	89.08	1456	159	0	1	1456	1	1456	0	1808
CDX78691	AT5G16450	90.818	501	46	0	1	501	1	501	0	671
CDX78372	AT5G10240	88.552	1747	186	6	1	1743	1	1737	0	2106
CDX78579	AT5G14480	82.776	1167	198	1	1	1167	1	1164	0	1038
CDX78498	AT5G12970	88.788	2310	259	0	1	2310	1	2310	0	2832
CDX78658	AT5G14640	91.224	980	86	0	276	1255	51	1030	0	1334
CDX78407	AT5G11060	88.608	1185	108	13	1	1161	1	1182	0	1415
CDX78384	AT5G48990	83.529	85	5	5	295	376	982	1060	8.71e-12	71.3
CDX78450	AT5G11880	87.854	1482	164	12	1	1480	1	1468	0	1725
CDX78414	AT5G11250	81.331	2239	363	31	1	2200	1	2223	0	1768
CDX78614	AT5G15150	88.818	939	72	14	1	906	7	945	0	1122
CDX78382	AT5G65460	83.379	3634	552	29	159	3760	159	3772	0	3317
CDX78376	AT5G10370	84.06	5025	738	40	250	5237	314	5312	0	4783
CDX78690	AT5G16440	90.15	802	49	11	5	789	88	876	0	1016
CDX78347	AT5G02700	82.576	132	23	0	28	159	79	210	3.6e-25	117
CDX78350	AT5G08690	90.012	1672	159	6	1	1665	1	1671	0	2156
CDX78765	AT5G17900	84.493	877	134	2	166	1041	427	1302	0	865
CDX78667	AT5G16000	90.126	1823	168	6	5	1817	3	1823	0	2359
CDX78365	AT5G10060	83.947	1439	170	32	1	1407	1	1410	0	1321
CDX78529	AT5G13550	91.108	1968	169	5	1	1968	1	1962	0	2660
CDX78379	AT5G44050	86.6	1000	130	4	364	1361	457	1454	0	1101
CDX78778	AT5G18120	84.901	861	95	16	26	864	23	870	0	837
CDX78686	AT5G16370	85.628	1663	228	6	1	1656	1	1659	0	1736
CDX78738	AT5G17310	92.357	1413	108	0	1	1413	1	1413	0	2012
CDX78540	AT5G13820	83.96	904	113	9	958	1836	1027	1923	0	837
CDX78394	AT5G10660	84.091	1232	141	24	1	1185	1	1224	0	1138
CDX78381	AT5G10450	86.631	748	97	1	6	753	3	747	0	824
CDX78736	AT5G17270	88.035	1145	120	8	1	1132	508	1648	0	1339
CDX78291	AT5G07430	90.879	603	55	0	304	906	484	1086	0	809
CDX78521	AT5G13440	87.606	823	90	7	1	811	1	823	0	944
CDX78289	AT5G07350	87.399	2976	349	15	14	2976	14	2976	0	3395
CDX78721	AT5G17000	87.707	1025	114	5	3	1015	6	1030	0	1184
CDX78557	AT5G14060	89.292	1625	148	8	6	1605	3	1626	0	2013
CDX78700	AT1G73310	79.138	719	148	2	60	777	87	804	3.97e-139	496
CDX78304	AT5G07620	85.115	739	101	2	20	758	20	749	0	747
CDX78374	AT5G10280	84.667	1037	110	26	1	1020	1	1005	0	989
CDX78388	AT5G10530	86.294	788	108	0	826	1613	895	1682	0	857
CDX78605	AT5G15070	91.836	3148	237	3	1	3147	1	3129	0	4372
CDX78518	AT5G13360	83.574	1802	271	22	37	1824	229	2019	0	1664
CDX78285	AT5G07240	81.401	414	68	5	109	516	106	516	3.2e-89	329
CDX78654	AT5G15810	89.325	1377	137	10	255	1625	316	1688	0	1720
